X (g),Y (g),Z (g),Timestamp
0.92,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.1,0.3,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.32,2025-02-11 11:06:08
0.94,-0.11,0.32,2025-02-11 11:06:08
0.93,-0.11,0.32,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.1,0.3,2025-02-11 11:06:08
0.93,-0.1,0.3,2025-02-11 11:06:08
0.92,-0.1,0.3,2025-02-11 11:06:08
0.92,-0.1,0.3,2025-02-11 11:06:08
0.93,-0.1,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.12,0.3,2025-02-11 11:06:08
0.94,-0.12,0.3,2025-02-11 11:06:08
0.94,-0.12,0.31,2025-02-11 11:06:08
0.94,-0.12,0.31,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.92,-0.11,0.3,2025-02-11 11:06:08
0.92,-0.1,0.3,2025-02-11 11:06:08
0.92,-0.1,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.92,-0.11,0.3,2025-02-11 11:06:08
0.92,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.12,0.3,2025-02-11 11:06:08
0.93,-0.12,0.3,2025-02-11 11:06:08
0.93,-0.12,0.3,2025-02-11 11:06:08
0.93,-0.12,0.3,2025-02-11 11:06:08
0.93,-0.12,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.92,-0.11,0.29,2025-02-11 11:06:08
0.93,-0.12,0.3,2025-02-11 11:06:08
0.93,-0.11,0.3,2025-02-11 11:06:08
0.92,-0.11,0.3,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.93,-0.11,0.31,2025-02-11 11:06:08
0.92,-0.11,0.3,2025-02-11 11:06:08
0.92,-0.11,0.31,2025-02-11 11:06:08
0.92,-0.1,0.3,2025-02-11 11:06:08
0.92,-0.1,0.3,2025-02-11 11:06:08
0.92,-0.09,0.31,2025-02-11 11:06:08
0.93,-0.09,0.31,2025-02-11 11:06:08
0.94,-0.08,0.32,2025-02-11 11:06:08
0.95,-0.09,0.32,2025-02-11 11:06:08
0.94,-0.09,0.32,2025-02-11 11:06:08
0.93,-0.1,0.32,2025-02-11 11:06:08
0.92,-0.1,0.32,2025-02-11 11:06:08
0.91,-0.1,0.32,2025-02-11 11:06:08
0.9,-0.09,0.33,2025-02-11 11:06:08
0.9,-0.08,0.34,2025-02-11 11:06:08
0.91,-0.07,0.35,2025-02-11 11:06:08
0.92,-0.07,0.34,2025-02-11 11:06:08
0.93,-0.07,0.34,2025-02-11 11:06:08
0.92,-0.06,0.35,2025-02-11 11:06:08
0.9,-0.06,0.37,2025-02-11 11:06:08
0.89,-0.04,0.38,2025-02-11 11:06:08
0.89,-0.05,0.38,2025-02-11 11:06:08
0.89,-0.02,0.38,2025-02-11 11:06:08
0.9,-0.01,0.38,2025-02-11 11:06:08
0.89,-0.01,0.37,2025-02-11 11:06:08
0.92,-0.05,0.37,2025-02-11 11:06:08
0.94,-0.12,0.36,2025-02-11 11:06:08
0.91,-0.15,0.38,2025-02-11 11:06:08
0.89,-0.13,0.38,2025-02-11 11:06:08
0.87,-0.09,0.38,2025-02-11 11:06:08
0.85,-0.07,0.37,2025-02-11 11:06:08
0.83,-0.03,0.35,2025-02-11 11:06:08
0.83,-0.04,0.37,2025-02-11 11:06:08
0.84,-0.06,0.36,2025-02-11 11:06:08
0.81,-0.04,0.38,2025-02-11 11:06:08
0.83,-0.04,0.39,2025-02-11 11:06:08
0.8,-0.03,0.39,2025-02-11 11:06:09
0.8,-0.08,0.4,2025-02-11 11:06:09
0.85,-0.17,0.38,2025-02-11 11:06:09
0.86,-0.18,0.37,2025-02-11 11:06:09
0.87,-0.2,0.36,2025-02-11 11:06:09
0.89,-0.21,0.36,2025-02-11 11:06:09
0.9,-0.21,0.37,2025-02-11 11:06:09
0.91,-0.21,0.39,2025-02-11 11:06:09
0.93,-0.25,0.45,2025-02-11 11:06:09
0.91,-0.27,0.45,2025-02-11 11:06:09
0.89,-0.27,0.45,2025-02-11 11:06:09
0.86,-0.26,0.44,2025-02-11 11:06:09
0.74,-0.26,0.42,2025-02-11 11:06:09
0.74,-0.26,0.41,2025-02-11 11:06:09
0.74,-0.28,0.4,2025-02-11 11:06:09
0.76,-0.29,0.4,2025-02-11 11:06:09
0.85,-0.23,0.47,2025-02-11 11:06:09
0.88,-0.23,0.48,2025-02-11 11:06:09
0.88,-0.23,0.48,2025-02-11 11:06:09
0.87,-0.22,0.48,2025-02-11 11:06:09
0.9,-0.21,0.47,2025-02-11 11:06:09
0.93,-0.18,0.46,2025-02-11 11:06:09
0.87,-0.21,0.44,2025-02-11 11:06:09
0.89,-0.19,0.43,2025-02-11 11:06:09
0.91,-0.19,0.43,2025-02-11 11:06:09
0.93,-0.13,0.43,2025-02-11 11:06:09
0.9,-0.2,0.43,2025-02-11 11:06:09
0.95,-0.2,0.45,2025-02-11 11:06:09
0.95,-0.19,0.41,2025-02-11 11:06:09
0.97,-0.19,0.4,2025-02-11 11:06:09
0.95,-0.16,0.39,2025-02-11 11:06:09
0.95,-0.17,0.39,2025-02-11 11:06:09
0.95,-0.15,0.39,2025-02-11 11:06:09
0.94,-0.16,0.39,2025-02-11 11:06:09
0.95,-0.17,0.39,2025-02-11 11:06:09
0.96,-0.17,0.4,2025-02-11 11:06:09
0.99,-0.17,0.4,2025-02-11 11:06:09
1.06,-0.16,0.4,2025-02-11 11:06:09
1.11,-0.17,0.41,2025-02-11 11:06:09
1.14,-0.15,0.42,2025-02-11 11:06:09
1.19,-0.15,0.42,2025-02-11 11:06:09
1.22,-0.14,0.42,2025-02-11 11:06:09
1.22,-0.12,0.42,2025-02-11 11:06:09
1.27,-0.11,0.45,2025-02-11 11:06:09
1.29,-0.1,0.44,2025-02-11 11:06:09
1.23,-0.06,0.42,2025-02-11 11:06:09
1.17,-0.15,0.37,2025-02-11 11:06:09
1.13,-0.21,0.34,2025-02-11 11:06:09
1.08,-0.18,0.32,2025-02-11 11:06:09
0.97,-0.14,0.31,2025-02-11 11:06:09
1.01,-0.08,0.3,2025-02-11 11:06:09
0.96,-0.12,0.29,2025-02-11 11:06:09
0.91,-0.18,0.28,2025-02-11 11:06:09
0.84,-0.18,0.29,2025-02-11 11:06:09
0.85,-0.15,0.28,2025-02-11 11:06:09
0.94,0.07,0.21,2025-02-11 11:06:09
0.85,-0.16,0.16,2025-02-11 11:06:09
0.6,-0.07,0.18,2025-02-11 11:06:09
0.64,-0.12,0.2,2025-02-11 11:06:09
0.68,-0.06,0.19,2025-02-11 11:06:09
0.7,-0.11,0.21,2025-02-11 11:06:09
0.7,-0.08,0.22,2025-02-11 11:06:09
0.72,-0.13,0.24,2025-02-11 11:06:09
0.75,-0.07,0.25,2025-02-11 11:06:09
0.72,-0.06,0.28,2025-02-11 11:06:09
0.75,-0.09,0.29,2025-02-11 11:06:09
0.78,-0.1,0.3,2025-02-11 11:06:09
0.79,-0.07,0.32,2025-02-11 11:06:10
0.79,-0.09,0.32,2025-02-11 11:06:10
0.85,-0.08,0.33,2025-02-11 11:06:10
0.87,-0.07,0.34,2025-02-11 11:06:10
0.97,-0.03,0.37,2025-02-11 11:06:10
1.0,-0.05,0.38,2025-02-11 11:06:10
1.04,-0.05,0.41,2025-02-11 11:06:10
1.11,-0.05,0.46,2025-02-11 11:06:10
1.12,-0.05,0.48,2025-02-11 11:06:10
1.12,-0.06,0.48,2025-02-11 11:06:10
1.13,-0.08,0.48,2025-02-11 11:06:10
1.13,-0.09,0.47,2025-02-11 11:06:10
1.14,-0.1,0.46,2025-02-11 11:06:10
1.16,-0.09,0.45,2025-02-11 11:06:10
1.2,-0.11,0.45,2025-02-11 11:06:10
1.24,-0.11,0.45,2025-02-11 11:06:10
1.29,-0.11,0.45,2025-02-11 11:06:10
1.32,-0.12,0.47,2025-02-11 11:06:10
1.35,-0.13,0.49,2025-02-11 11:06:10
1.36,-0.16,0.51,2025-02-11 11:06:10
1.36,-0.19,0.54,2025-02-11 11:06:10
1.34,-0.21,0.56,2025-02-11 11:06:10
1.29,-0.21,0.59,2025-02-11 11:06:10
1.22,-0.21,0.59,2025-02-11 11:06:10
1.15,-0.21,0.57,2025-02-11 11:06:10
1.09,-0.21,0.54,2025-02-11 11:06:10
1.0,-0.21,0.45,2025-02-11 11:06:10
0.94,-0.19,0.34,2025-02-11 11:06:10
0.93,-0.19,0.32,2025-02-11 11:06:10
0.93,-0.17,0.31,2025-02-11 11:06:10
0.94,-0.2,0.31,2025-02-11 11:06:10
0.89,-0.22,0.31,2025-02-11 11:06:10
0.88,-0.23,0.3,2025-02-11 11:06:10
0.86,-0.23,0.29,2025-02-11 11:06:10
0.85,-0.23,0.27,2025-02-11 11:06:10
0.84,-0.22,0.26,2025-02-11 11:06:10
0.84,-0.21,0.26,2025-02-11 11:06:10
0.86,-0.19,0.17,2025-02-11 11:06:10
0.87,-0.18,0.16,2025-02-11 11:06:10
0.88,-0.18,0.16,2025-02-11 11:06:10
0.88,-0.18,0.16,2025-02-11 11:06:10
0.88,-0.17,0.16,2025-02-11 11:06:10
