X (g),Y (g),Z (g),Timestamp
0.73,-0.08,0.6,2025-02-11 11:14:48
0.75,-0.09,0.62,2025-02-11 11:14:48
0.74,-0.11,0.6,2025-02-11 11:14:48
0.8,-0.12,0.64,2025-02-11 11:14:48
0.77,-0.13,0.63,2025-02-11 11:14:48
0.71,-0.15,0.64,2025-02-11 11:14:48
0.69,-0.21,0.64,2025-02-11 11:14:48
0.72,-0.04,0.61,2025-02-11 11:14:48
0.74,-0.14,0.6,2025-02-11 11:14:48
0.74,-0.12,0.59,2025-02-11 11:14:48
0.73,-0.13,0.58,2025-02-11 11:14:48
0.72,-0.1,0.57,2025-02-11 11:14:48
0.72,-0.14,0.59,2025-02-11 11:14:48
0.77,-0.2,0.59,2025-02-11 11:14:48
0.79,-0.18,0.58,2025-02-11 11:14:48
0.84,-0.21,0.58,2025-02-11 11:14:48
0.82,-0.11,0.63,2025-02-11 11:14:48
0.76,-0.15,0.6,2025-02-11 11:14:48
0.8,-0.28,0.57,2025-02-11 11:14:48
0.82,-0.3,0.55,2025-02-11 11:14:48
0.82,-0.29,0.6,2025-02-11 11:14:48
0.84,-0.32,0.58,2025-02-11 11:14:48
0.8,-0.25,0.59,2025-02-11 11:14:48
0.79,-0.25,0.61,2025-02-11 11:14:48
0.76,-0.26,0.61,2025-02-11 11:14:48
0.82,-0.23,0.6,2025-02-11 11:14:48
0.8,-0.22,0.59,2025-02-11 11:14:48
0.73,-0.22,0.61,2025-02-11 11:14:48
0.77,-0.23,0.59,2025-02-11 11:14:48
0.81,-0.23,0.58,2025-02-11 11:14:48
0.76,-0.17,0.58,2025-02-11 11:14:48
0.8,-0.26,0.6,2025-02-11 11:14:48
0.76,-0.26,0.59,2025-02-11 11:14:48
0.75,-0.25,0.58,2025-02-11 11:14:48
0.76,-0.23,0.57,2025-02-11 11:14:48
0.78,-0.25,0.56,2025-02-11 11:14:48
0.79,-0.25,0.58,2025-02-11 11:14:48
0.7,-0.19,0.56,2025-02-11 11:14:48
